Index	item_id	regexp	expt	list_id	stim_idx	s1_code	noun_code	noun_pos	article	adjective	noun	eeg_stim	item_id_pfx	expt_id	stim	orth_article_initial_cloze	orth_NA_noun_initial_cloze	orth_NA_noun_anywhere_cloze	lemma_NA_noun_initial_cloze	lemma_NA_noun_anywhere_cloze	orth_ART_noun_initial_cloze	orth_ART_noun_anywhere_cloze	lemma_ART_noun_initial_cloze	lemma_ART_noun_anywhere_cloze	lemma_context_anywhere_info	lemma_context_initial_info	lemma_modal_anywhere	lemma_modal_anywhere_cloze	lemma_modal_initial	lemma_modal_initial_character_classes	lemma_modal_initial_cloze	lemma_n_NAs	lemma_n_responses	lemma_n_strings	orth_context_anywhere_info	orth_context_initial_info	orth_modal_anywhere	orth_modal_anywhere_cloze	orth_modal_initial	orth_modal_initial_character_classes	orth_modal_initial_cloze	orth_n_NAs	orth_n_responses	orth_n_strings	topic_n_NA	topic_n_consonants	topic_n_vowels
i022_2_an_NA_eel	i022_2_an_NA_eel	(#\d{1,3}) 2 10222	eeg_3	eeg_3_b	22	30220	10222	12	an	NA	eel	Marge hated baiting the hook. But she knew that it was the only way to catch an eel without a lure.	i022_2_an	norm_4	Marge hated baiting the hook. But she knew that it was the only way to catch an	0.000	0.000	0.000	0.000	0.000	0.129	0.129	0.129	0.129	0.061	0.037	[fish]	0.211	[eel]	[vowel]	0.129	0.000	31.000	57.000	0.061	0.037	[fish]	0.211	[eel]	[vowel]	0.129	0.000	31.000	57.000	1.000	30.000	1.000
i023_2_an_NA_oyster	i023_2_an_NA_oyster	(#\d{1,3}) 2 10232	eeg_3	eeg_3_a	23	30230	10232	8	an	NA	oyster	A freshwater pearl is a pearl that is cultured in a mussel in a lake. A traditional cultured pearl is formed inside an oyster in the ocean.	i023_2_an	norm_4	A freshwater pearl is a pearl that is cultured in a mussel in a lake. A traditional cultured pearl is formed inside an	0.548	0.000	0.516	0.000	0.516	0.562	0.562	0.562	0.562	0.221	0.329	[oyster]	0.375	[oyster]	[vowel]	0.562	0.000	32.000	48.000	0.221	0.329	[oyster]	0.375	[oyster]	[vowel]	0.562	0.000	32.000	48.000	1.000	15.000	16.000
i023_2_a__NA_clam	i023_2_a__NA_clam	(#\d{1,3}) 2 10231	eeg_3	eeg_3_b	23	30230	10231	8	a	NA	clam	A freshwater pearl is a pearl that is cultured in a mussel in a lake. A traditional cultured pearl is formed inside a clam in the ocean.	i023_2_a_	norm_4	A freshwater pearl is a pearl that is cultured in a mussel in a lake. A traditional cultured pearl is formed inside a	0.355	0.000	0.323	0.032	0.355	0.677	0.677	0.677	0.677	0.325	0.424	[clam]	0.538	[clam]	[consonant]	0.677	0.000	31.000	39.000	0.325	0.424	[clam]	0.538	[clam]	[consonant]	0.677	0.000	31.000	39.000	1.000	15.000	16.000
i024_2_a__NA_turtle	i024_2_a__NA_turtle	(#\d{1,3}) 2 10241	eeg_3	eeg_3_a	24	30240	10241	11	a	NA	turtle	The biologist we met at the zoo had specialized knowledge of reptiles. He helped us tell the difference between a tortoise and a turtle by the markings.	i024_2_a_	norm_4	The biologist we met at the zoo had specialized knowledge of reptiles. He helped us tell the difference between a tortoise and a	0.935	0.065	0.968	0.065	0.968	0.935	0.968	0.935	0.968	0.666	0.742	[turtle]	0.909	[turtle]	[consonant]	0.935	1.000	31.000	33.000	0.666	0.742	[turtle]	0.909	[turtle]	[consonant]	0.935	1.000	31.000	33.000	1.000	31.000	0.000
i024_2_an_NA_urchin	i024_2_an_NA_urchin	(#\d{1,3}) 2 10242	eeg_3	eeg_3_b	24	30240	10242	11	an	NA	urchin	The biologist we met at the zoo had specialized knowledge of reptiles. He helped us tell the difference between a tortoise and an urchin by the markings.	i024_2_an	norm_4	The biologist we met at the zoo had specialized knowledge of reptiles. He helped us tell the difference between a tortoise and an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.174	0.069	[turtle]	0.365	[alligator, iguana, ordinary]	[vowel, vowel, vowel]	0.133	1.000	30.000	52.000	0.163	0.069	[turtle]	0.346	[alligator, iguana, ordinary]	[vowel, vowel, vowel]	0.133	1.000	30.000	52.000	1.000	31.000	0.000
i026_2_a__NA_student	i026_2_a__NA_student	(#\d{1,3}) 2 10261	eeg_3	eeg_3_a	26	30260	10261	10	a	NA	student	Betsy had no desire to enter the working world. She decided to stay at the university and remain a student for another semester.	i026_2_a_	norm_4	Betsy had no desire to enter the working world. She decided to stay at the university and remain a	0.903	0.000	0.903	0.000	0.903	0.750	0.812	0.750	0.812	0.428	0.488	[student]	0.743	[student]	[consonant]	0.750	0.000	32.000	35.000	0.428	0.488	[student]	0.743	[student]	[consonant]	0.750	0.000	32.000	35.000	1.000	31.000	0.000
i026_2_an_NA_undergraduate	i026_2_an_NA_undergraduate	(#\d{1,3}) 2 10262	eeg_3	eeg_3_b	26	30260	10262	10	an	NA	undergraduate	Betsy had no desire to enter the working world. She decided to stay at the university and remain an undergraduate for another semester.	i026_2_an	norm_4	Betsy had no desire to enter the working world. She decided to stay at the university and remain an	0.000	0.000	0.000	0.000	0.000	0.419	0.419	0.419	0.419	0.206	0.209	[student]	0.268	[undergraduate]	[vowel]	0.419	0.000	31.000	56.000	0.206	0.208	[student]	0.268	[undergraduate]	[vowel]	0.419	0.000	31.000	56.000	1.000	31.000	0.000
i027_2_an_NA_officer	i027_2_an_NA_officer	(#\d{1,3}) 2 10272	eeg_3	eeg_3_a	27	30270	10272	9	an	NA	officer	Bo began his military service as an enlisted soldier. After completing his service academy training he became an officer at the school.	i027_2_an	norm_4	Bo began his military service as an enlisted soldier. After completing his service academy training he became an	0.548	0.000	0.516	0.000	0.516	0.548	0.613	0.548	0.613	0.192	0.304	[officer]	0.422	[officer]	[vowel]	0.548	1.000	31.000	45.000	0.192	0.304	[officer]	0.422	[officer]	[vowel]	0.548	1.000	31.000	45.000	1.000	14.000	17.000
i027_2_a__NA_sergeant	i027_2_a__NA_sergeant	(#\d{1,3}) 2 10271	eeg_3	eeg_3_b	27	30270	10271	9	a	NA	sergeant	Bo began his military service as an enlisted soldier. After completing his service academy training he became a sergeant at the school.	i027_2_a_	norm_4	Bo began his military service as an enlisted soldier. After completing his service academy training he became a	0.452	0.000	0.097	0.000	0.097	0.200	0.200	0.200	0.200	0.059	0.082	[sergeant]	0.136	[sergeant]	[consonant]	0.200	1.000	30.000	44.000	0.059	0.082	[sergeant]	0.136	[sergeant]	[consonant]	0.200	1.000	30.000	44.000	1.000	14.000	17.000
i028_2_a__NA_professor	i028_2_a__NA_professor	(#\d{1,3}) 2 10281	eeg_3	eeg_3_a	28	30280	10281	11	a	NA	professor	Many people dream of teaching at a college or university. But few realize how much work it takes to become a professor in this country.	i028_2_a_	norm_4	Many people dream of teaching at a college or university. But few know how much work it takes to become a	0.968	0.000	0.903	0.000	0.903	0.935	0.968	0.935	0.968	0.666	0.742	[professor]	0.909	[professor]	[consonant]	0.935	1.000	31.000	33.000	0.666	0.742	[professor]	0.909	[professor]	[consonant]	0.935	1.000	31.000	33.000	1.000	31.000	0.000
i028_2_an_NA_instructor	i028_2_an_NA_instructor	(#\d{1,3}) 2 10282	eeg_3	eeg_3_b	28	30280	10282	11	an	NA	instructor	Many people dream of teaching at a college or university. But few realize how much work it takes to become an instructor in this country.	i028_2_an	norm_4	Many people dream of teaching at a college or university. But few know how much work it takes to become an	0.000	0.000	0.000	0.000	0.000	0.032	0.032	0.032	0.032	0.211	0.033	[professor]	0.419	[actual]	[vowel]	0.129	0.000	31.000	62.000	0.211	0.033	[professor]	0.419	[actual]	[vowel]	0.129	0.000	31.000	62.000	1.000	31.000	0.000
i029_2_an_NA_education	i029_2_an_NA_education	(#\d{1,3}) 2 10292	eeg_3	eeg_3_a	29	30290	10292	11	an	NA	education	Sophia's grandfather always stressed how important it was for her to go to school. He regretted that he never had the chance to receive an education while growing up.	i029_2_an	norm_4	Sophia's grandfather always stressed how important it was for her to go to school. He regretted that he never had the chance to receive an	0.387	0.032	0.581	0.032	0.581	0.750	0.812	0.750	0.812	0.337	0.507	[education]	0.605	[education]	[vowel]	0.750	0.000	32.000	43.000	0.337	0.507	[education]	0.605	[education]	[vowel]	0.750	0.000	32.000	43.000	1.000	17.000	14.000
i029_2_a__NA_degree	i029_2_a__NA_degree	(#\d{1,3}) 2 10291	eeg_3	eeg_3_b	29	30290	10291	11	a	NA	degree	Sophia's grandfather always stressed how important it was for her to go to school. He regretted that he never had the chance to receive a degree while growing up.	i029_2_a_	norm_4	Sophia's grandfather always stressed how important it was for her to go to school. He regretted that he never had the chance to receive a	0.484	0.000	0.097	0.000	0.097	0.323	0.323	0.323	0.323	0.142	0.175	[diploma]	0.231	[degree]	[consonant]	0.323	0.000	31.000	52.000	0.142	0.175	[diploma]	0.231	[degree]	[consonant]	0.323	0.000	31.000	52.000	1.000	17.000	14.000
i030_2_a__NA_book	i030_2_a__NA_book	(#\d{1,3}) 2 10301	eeg_3	eeg_3_a	30	30300	10301	10	a	NA	book	James is an avid reader. For his birthday his sister decided to give him a book about Africa.	i030_2_a_	norm_4	James is an avid reader. For his birthday his sister decided to give him a	0.806	0.000	0.613	0.065	0.774	0.645	0.677	0.645	0.710	0.267	0.394	[book]	0.524	[book]	[consonant]	0.645	1.000	31.000	42.000	0.267	0.394	[book]	0.500	[book]	[consonant]	0.645	1.000	31.000	42.000	1.000	30.000	1.000
i030_2_an_NA_anthology	i030_2_an_NA_anthology	(#\d{1,3}) 2 10302	eeg_3	eeg_3_b	30	30300	10302	10	an	NA	anthology	James is an avid reader. For his birthday his sister decided to give him an anthology about Africa.	i030_2_an	norm_4	James is an avid reader. For his birthday his sister decided to give him an	0.000	0.000	0.000	0.000	0.000	0.033	0.033	0.033	0.033	0.070	0.111	[book]	0.151	[encyclopedia]	[vowel]	0.267	1.000	30.000	93.000	0.066	0.111	[of]	0.129	[encyclopedia]	[vowel]	0.267	1.000	30.000	93.000	1.000	30.000	1.000
i031_2_an_NA_award	i031_2_an_NA_award	(#\d{1,3}) 2 10312	eeg_3	eeg_3_a	31	30310	10312	10	an	NA	award	The book had received high praise from the critics ever since it was published. But the author had never expected it would win an award from The Times.	i031_2_an	norm_4	The book had received high praise from the critics ever since it was published. But the author had never expected it would win an	0.516	0.000	0.516	0.032	0.548	0.906	0.906	0.906	0.906	0.583	0.701	[award]	0.829	[award]	[vowel]	0.906	0.000	32.000	35.000	0.583	0.701	[award]	0.829	[award]	[vowel]	0.906	0.000	32.000	35.000	1.000	13.000	18.000
i031_2_a__NA_prize	i031_2_a__NA_prize	(#\d{1,3}) 2 10311	eeg_3	eeg_3_b	31	30310	10311	10	a	NA	prize	The book had received high praise from the critics ever since it was published. But the author had never expected it would win a prize from The Times.	i031_2_a_	norm_4	The book had received high praise from the critics ever since it was published. But the author had never expected it would win a	0.290	0.000	0.194	0.000	0.387	0.161	0.290	0.161	0.484	0.162	0.135	[prize]	0.278	[pulitzer]	[consonant]	0.226	0.000	31.000	54.000	0.135	0.135	[award]	0.204	[Pulitzer]	[consonant]	0.226	0.000	31.000	54.000	1.000	13.000	18.000
i032_2_a__NA_lesson	i032_2_a__NA_lesson	(#\d{1,3}) 2 10321	eeg_3	eeg_3_a	32	30320	10321	10	a	NA	lesson	The substitute teacher was tired of the practical jokes the students had been playing on her. It was time to retaliate and teach those kids a lesson they wouldn't forget.	i032_2_a_	norm_4	The substitute teacher was tired of the practical jokes the students had been playing on her. It was time to retaliate and teach those kids a	0.935	0.000	0.935	0.000	0.935	0.969	0.969	0.969	0.969	0.598	0.799	[lesson]	0.816	[lesson]	[consonant]	0.969	0.000	32.000	38.000	0.598	0.799	[lesson]	0.816	[lesson]	[consonant]	0.969	0.000	32.000	38.000	1.000	31.000	0.000
i032_2_an_NA_exercise	i032_2_an_NA_exercise	(#\d{1,3}) 2 10322	eeg_3	eeg_3_b	32	30320	10322	10	an	NA	exercise	The substitute teacher was tired of the practical jokes the students had been playing on her. It was time to retaliate and teach those kids an exercise they wouldn't forget.	i032_2_an	norm_4	The substitute teacher was tired of the practical jokes the students had been playing on her. It was time to retaliate and teach those kids an	0.000	0.000	0.000	0.000	0.000	0.032	0.032	0.032	0.032	0.334	0.238	[lesson]	0.453	[important]	[vowel]	0.452	0.000	31.000	64.000	0.334	0.238	[lesson]	0.453	[important]	[vowel]	0.452	0.000	31.000	64.000	1.000	31.000	0.000
i033_2_an_NA_election	i033_2_an_NA_election	(#\d{1,3}) 2 10332	eeg_3	eeg_3_a	33	30330	10332	7	an	NA	election	The governor was recalled in the middle of his term. The state was forced to hold an election in every district.	i033_2_an	norm_4	The governor was recalled in the middle of his term. The state was forced to hold an	0.452	0.000	0.742	0.065	0.839	0.750	0.844	0.750	0.844	0.309	0.497	[election]	0.587	[election]	[vowel]	0.750	0.000	32.000	46.000	0.309	0.497	[election]	0.587	[election]	[vowel]	0.750	0.000	32.000	46.000	1.000	11.000	20.000
i033_2_a__NA_trial	i033_2_a__NA_trial	(#\d{1,3}) 2 10331	eeg_3	eeg_3_b	33	30330	10331	7	a	NA	trial	The governor was recalled in the middle of his term. The state was forced to hold a trial in every district.	i033_2_a_	norm_4	The governor was recalled in the middle of his term. The state was forced to hold a	0.323	0.000	0.000	0.000	0.000	0.067	0.067	0.067	0.067	0.156	0.061	[election]	0.393	[re]	[consonant]	0.167	1.000	30.000	61.000	0.156	0.061	[election]	0.393	[re]	[consonant]	0.167	1.000	30.000	61.000	1.000	11.000	20.000
i034_2_a__NA_circus	i034_2_a__NA_circus	(#\d{1,3}) 2 10341	eeg_3	eeg_3_a	34	30340	10341	10	a	NA	circus	The city could only afford floats and marching bands. Without clowns and horses it wouldn't be much of a circus this year.	i034_2_a_	norm_4	The city could only afford floats and marching bands. Without clowns and horses it wouldn't be much of a	0.968	0.000	0.065	0.000	0.065	0.062	0.062	0.062	0.062	0.545	0.545	[parade]	0.812	[parade]	[consonant]	0.812	0.000	32.000	32.000	0.545	0.545	[parade]	0.812	[parade]	[consonant]	0.812	0.000	32.000	32.000	1.000	31.000	0.000
i034_2_an_NA_occasion	i034_2_an_NA_occasion	(#\d{1,3}) 2 10342	eeg_3	eeg_3_b	34	30340	10342	10	an	NA	occasion	The city could only afford floats and marching bands. Without clowns and horses it wouldn't be much of an occasion this year.	i034_2_an	norm_4	The city could only afford floats and marching bands. Without clowns and horses it wouldn't be much of an	0.000	0.000	0.000	0.000	0.000	0.032	0.032	0.032	0.032	0.148	0.173	[parade]	0.250	[event]	[vowel]	0.323	0.000	31.000	56.000	0.148	0.173	[parade]	0.250	[event]	[vowel]	0.323	0.000	31.000	56.000	1.000	31.000	0.000
i035_2_an_NA_outlet	i035_2_an_NA_outlet	(#\d{1,3}) 2 10352	eeg_3	eeg_3_a	35	30350	10352	9	an	NA	outlet	Andy was looking for a place to plug in the lamp. He searched high and low but couldn't find an outlet anywhere.	i035_2_an	norm_4	Andy was looking for a place to plug in the lamp. He searched high and low but couldn't find an	0.871	0.000	0.903	0.000	0.903	0.750	0.906	0.750	0.906	0.359	0.493	[outlet]	0.725	[outlet]	[vowel]	0.750	0.000	32.000	40.000	0.359	0.493	[outlet]	0.725	[outlet]	[vowel]	0.750	0.000	32.000	40.000	1.000	3.000	28.000
i035_2_a__NA_socket	i035_2_a__NA_socket	(#\d{1,3}) 2 10351	eeg_3	eeg_3_b	35	30350	10351	9	a	NA	socket	Andy was looking for a place to plug in the lamp. He searched high and low but couldn't find a socket anywhere.	i035_2_a_	norm_4	Andy was looking for a place to plug in the lamp. He searched high and low but couldn't find a	0.065	0.000	0.000	0.000	0.000	0.167	0.167	0.167	0.167	0.111	0.091	[outlet]	0.288	[plug]	[consonant]	0.200	1.000	30.000	59.000	0.111	0.091	[outlet]	0.288	[plug]	[consonant]	0.200	1.000	30.000	59.000	1.000	3.000	28.000
i036_2_a__NA_murder	i036_2_a__NA_murder	(#\d{1,3}) 2 10361	eeg_3	eeg_3_a	36	30360	10361	7	a	NA	murder	The chalk outline of the body traced by the police remained on the sidewalk. The night before someone had committed a murder in the park.	i036_2_a_	norm_4	The chalk outline of the body traced by the police still remained on the sidewalk. The night before someone had committed a	0.613	0.065	0.613	0.065	0.613	0.645	0.677	0.645	0.677	0.320	0.322	[murder]	0.583	[murder]	[consonant]	0.645	1.000	31.000	36.000	0.320	0.322	[murder]	0.583	[murder]	[consonant]	0.645	1.000	31.000	36.000	1.000	31.000	0.000
i036_2_an_NA_assault	i036_2_an_NA_assault	(#\d{1,3}) 2 10362	eeg_3	eeg_3_b	36	30360	10362	7	an	NA	assault	The chalk outline of the body traced by the police remained on the sidewalk. The night before someone had committed an assault in the park.	i036_2_an	norm_4	The chalk outline of the body traced by the police still remained on the sidewalk. The night before someone had committed an	0.000	0.000	0.000	0.000	0.000	0.033	0.033	0.033	0.033	0.088	0.034	[murder]	0.226	[act]	[vowel]	0.133	1.000	30.000	62.000	0.088	0.034	[murder]	0.226	[act]	[vowel]	0.133	1.000	30.000	62.000	1.000	31.000	0.000
i037_2_an_NA_affair	i037_2_an_NA_affair	(#\d{1,3}) 2 10372	eeg_3	eeg_3_a	37	30370	10372	9	an	NA	affair	Joanne's husband told her he was staying late at the office every night. She began to suspect that he was having an affair with his secretary.	i037_2_an	norm_4	Joanne's husband told her he was staying late at the office every night. She began to suspect that he was having an	1.000	0.000	1.000	0.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	[affair]	1.000	[affair]	[vowel]	1.000	0.000	32.000	32.000	1.000	1.000	[affair]	1.000	[affair]	[vowel]	1.000	0.000	32.000	32.000	1.000	0.000	31.000
i037_2_a__NA_liaison	i037_2_a__NA_liaison	(#\d{1,3}) 2 10371	eeg_3	eeg_3_b	37	30370	10371	9	a	NA	liaison	Joanne's husband told her he was staying late at the office every night. She began to suspect that he was having a liaison with his secretary.	i037_2_a_	norm_4	Joanne's husband told her he was staying late at the office every night. She began to suspect that he was having a	0.000	0.000	0.000	0.000	0.000	0.033	0.033	0.033	0.033	0.158	0.083	[affair]	0.277	[secret]	[consonant]	0.233	1.000	30.000	65.000	0.158	0.083	[affair]	0.277	[secret]	[consonant]	0.233	1.000	30.000	65.000	1.000	0.000	31.000
i038_2_a__NA_brawl	i038_2_a__NA_brawl	(#\d{1,3}) 2 10381	eeg_3	eeg_3_a	38	30380	10381	8	a	NA	brawl	Josh went to the bar and had too much to drink. He became belligerent and tried to start a brawl with someone.	i038_2_a_	norm_4	Josh went to the bar and had too much to drink. He became belligerent and tried to start a	0.839	0.000	0.000	0.000	0.000	0.031	0.031	0.031	0.031	0.643	0.748	[fight]	0.857	[fight]	[consonant]	0.938	0.000	32.000	35.000	0.643	0.748	[fight]	0.857	[fight]	[consonant]	0.938	0.000	32.000	35.000	1.000	31.000	0.000
i038_2_an_NA_argument	i038_2_an_NA_argument	(#\d{1,3}) 2 10382	eeg_3	eeg_3_b	38	30380	10382	8	an	NA	argument	Josh went to the bar and had too much to drink. He became belligerent and tried to start an argument with someone.	i038_2_an	norm_4	Josh went to the bar and had too much to drink. He became belligerent and tried to start an	0.000	0.000	0.000	0.000	0.000	0.467	0.467	0.467	0.467	0.141	0.237	[argument]	0.269	[argument]	[vowel]	0.467	1.000	30.000	52.000	0.141	0.237	[argument]	0.269	[argument]	[vowel]	0.467	1.000	30.000	52.000	1.000	31.000	0.000
i039_2_an_NA_American	i039_2_an_NA_American	(#\d{1,3}) 2 10392	eeg_3	eeg_3_a	39	30390	10392	12	an	NA	American	The international team was comprised of a German, a Swiss and a Frenchman. The U.S. was not represented since the team did not have an American amongst them.	i039_2_an	norm_4	The international team was comprised of a German, a Swiss and a Frenchman. The U.S. was not represented since the team did not have an	0.433	0.000	0.333	0.000	0.000	0.290	0.290	0.000	0.000	0.073	0.125	[american]	0.167	[american]	[vowel]	0.290	1.000	31.000	54.000	0.069	0.117	[American]	0.167	[American]	[vowel]	0.290	1.000	31.000	54.000	2.000	26.000	4.000
i039_2_a__NA_representative	i039_2_a__NA_representative	(#\d{1,3}) 2 10391	eeg_3	eeg_3_b	39	30390	10391	12	a	NA	representative	The international team was comprised of a German, a Swiss and a Frenchman. The U.S. was not represented since the team did not have a representative amongst them.	i039_2_a_	norm_4	The international team was comprised of a German, a Swiss and a Frenchman. The U.S. was not represented since the team did not have a	0.167	0.000	0.033	0.000	0.033	0.133	0.133	0.133	0.133	0.037	0.034	[america, from, representative]	0.067	[representative]	[consonant]	0.133	1.000	30.000	60.000	0.036	0.033	[America, from, representative]	0.067	[representative]	[consonant]	0.133	1.000	30.000	60.000	2.000	26.000	4.000
i040_2_a__NA_song	i040_2_a__NA_song	(#\d{1,3}) 2 10401	eeg_3	eeg_3_a	40	30400	10401	10	a	NA	song	At the party Dave announced that he didn't really consider himself a musician. But in honor of the occasion he had written a song for his friends.	i040_2_a_	norm_4	At the party Dave announced that he didn't really consider himself a musician. But in honor of the occasion he had written a	1.000	0.000	0.839	0.000	0.839	0.781	0.812	0.781	0.812	0.454	0.534	[song]	0.722	[song]	[consonant]	0.781	0.000	32.000	36.000	0.454	0.534	[song]	0.722	[song]	[consonant]	0.781	0.000	32.000	36.000	1.000	31.000	0.000
