Index	item_id	regexp	expt	list_id	stim_idx	s1_code	noun_code	noun_pos	article	adjective	noun	eeg_stim	item_id_pfx	expt_id	stim	orth_article_initial_cloze	orth_NA_noun_initial_cloze	orth_NA_noun_anywhere_cloze	lemma_NA_noun_initial_cloze	lemma_NA_noun_anywhere_cloze	orth_ART_noun_initial_cloze	orth_ART_noun_anywhere_cloze	lemma_ART_noun_initial_cloze	lemma_ART_noun_anywhere_cloze	lemma_context_anywhere_info	lemma_context_initial_info	lemma_modal_anywhere	lemma_modal_anywhere_cloze	lemma_modal_initial	lemma_modal_initial_character_classes	lemma_modal_initial_cloze	lemma_n_NAs	lemma_n_responses	lemma_n_strings	orth_context_anywhere_info	orth_context_initial_info	orth_modal_anywhere	orth_modal_anywhere_cloze	orth_modal_initial	orth_modal_initial_character_classes	orth_modal_initial_cloze	orth_n_NAs	orth_n_responses	orth_n_strings	topic_n_NA	topic_n_consonants	topic_n_vowels
i012_2_a__NA_check	i012_2_a__NA_check	(#\d{1,3}) 2 10126	eeg_2	eeg_2_a	12	30120	10126	8	a	NA	check	Most of the time Janet keeps in touch with people over the phone or with e-mail. She hardly ever sits down to write a check these days.	i012_2_a_	norm_4	Most of the time Janet kept in touch with people over the phone or with e-mail. She hardly ever sat down to write a	0.742	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.748	0.794	[letter]	0.969	[letter]	[consonant]	0.968	1.000	31.000	32.000	0.748	0.794	[letter]	0.969	[letter]	[consonant]	0.968	1.000	31.000	32.000	1.000	31.000	0.000
i012_2_an_informal_letter	i012_2_an_informal_letter	(#\d{1,3}) 1 \d{1,3} 2 10127	eeg_2	eeg_2_b	12	30120	10127	9	an	informal	letter	Most of the time Janet keeps in touch with people over the phone or with e-mail. She hardly ever sits down to write an informal letter these days.	i012_2_an	norm_4	Most of the time Janet kept in touch with people over the phone or with e-mail. She hardly ever sat down to write an	0.000	0.000	0.742	0.226	1.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i012_2_a__NA_letter	i012_2_a__NA_letter	(#\d{1,3}) 2 10122	eeg_2	eeg_2_c	12	30120	10122	8	a	NA	letter	Most of the time Janet keeps in touch with people over the phone or with e-mail. She hardly ever sits down to write a letter these days.	i012_2_a_	norm_4	Most of the time Janet kept in touch with people over the phone or with e-mail. She hardly ever sat down to write a	0.742	0.000	0.742	0.226	1.000	0.968	1.000	0.968	1.000	0.748	0.794	[letter]	0.969	[letter]	[consonant]	0.968	1.000	31.000	32.000	0.748	0.794	[letter]	0.969	[letter]	[consonant]	0.968	1.000	31.000	32.000	1.000	31.000	0.000
i012_2_an_NA_answer	i012_2_an_NA_answer	(#\d{1,3}) 2 10123	eeg_2	eeg_2_d	12	30120	10123	8	an	NA	answer	Most of the time Janet keeps in touch with people over the phone or with e-mail. She hardly ever sits down to write an answer these days.	i012_2_an	norm_4	Most of the time Janet kept in touch with people over the phone or with e-mail. She hardly ever sat down to write an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.236	0.171	[letter]	0.431	[actual]	[vowel]	0.367	1.000	30.000	65.000	0.236	0.171	[letter]	0.431	[actual]	[vowel]	0.367	1.000	30.000	65.000	1.000	31.000	0.000
i013_2_a__NA_kite	i013_2_a__NA_kite	(#\d{1,3}) 2 10134	eeg_2	eeg_2_a	13	30130	10134	11	a	NA	kite	The idea of flight dates back thousands of years. However the Wright Brothers were the first people to build a kite that flew.	i013_2_a_	norm_4	The idea of flight dates back thousands of years. However the Wright Brothers were the first people to build a	0.226	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.214	0.288	[plane]	0.333	[plane]	[consonant]	0.516	0.000	31.000	51.000	0.214	0.288	[plane]	0.333	[plane]	[consonant]	0.516	0.000	31.000	51.000	1.000	7.000	24.000
i013_2_an_NA_archaeologist	i013_2_an_NA_archaeologist	(#\d{1,3}) 2 10135	eeg_2	eeg_2_b	13	30130	10135	11	an	NA	archaeologist	The idea of flight dates back thousands of years. However the Wright Brothers were the first people to build an archaeologist that flew.	i013_2_an	norm_4	The idea of flight dates back thousands of years. However the Wright Brothers were the first people to build an	0.774	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.327	0.534	[airplane]	0.565	[airplane]	[vowel]	0.781	0.000	32.000	46.000	0.327	0.534	[airplane]	0.565	[airplane]	[vowel]	0.781	0.000	32.000	46.000	1.000	7.000	24.000
i013_2_a__working_airplane	i013_2_a__working_airplane	(#\d{1,3}) 1 \d{1,3} 2 10138	eeg_2	eeg_2_c	13	30130	10138	12	a	working	airplane	The idea of flight dates back thousands of years. However the Wright Brothers were the first people to build a working airplane that flew.	i013_2_a_	norm_4	The idea of flight dates back thousands of years. However the Wright Brothers were the first people to build a	0.226	0.000	0.839	0.000	0.839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i013_2_an_NA_airplane	i013_2_an_NA_airplane	(#\d{1,3}) 2 10131	eeg_2	eeg_2_d	13	30130	10131	11	an	NA	airplane	The idea of flight dates back thousands of years. However the Wright Brothers were the first people to build an airplane that flew.	i013_2_an	norm_4	The idea of flight dates back thousands of years. However the Wright Brothers were the first people to build an	0.774	0.000	0.839	0.000	0.839	0.781	0.812	0.781	0.812	0.327	0.534	[airplane]	0.565	[airplane]	[vowel]	0.781	0.000	32.000	46.000	0.327	0.534	[airplane]	0.565	[airplane]	[vowel]	0.781	0.000	32.000	46.000	1.000	7.000	24.000
i014_2_an_NA_airplane	i014_2_an_NA_airplane	(#\d{1,3}) 2 10143	eeg_2	eeg_2_a	14	30140	10143	9	an	NA	airplane	The day was breezy. The boy decided to go outside and fly an airplane in the park.	i014_2_an	norm_4	The day was breezy. The boy decided to go outside and fly an	0.000	0.000	0.032	0.000	0.032	0.419	0.419	0.419	0.419	0.193	0.219	[kite]	0.297	[airplane]	[vowel]	0.419	0.000	31.000	64.000	0.193	0.219	[kite]	0.297	[airplane]	[vowel]	0.419	0.000	31.000	64.000	1.000	31.000	0.000
i014_2_a__NA_helicopter	i014_2_a__NA_helicopter	(#\d{1,3}) 2 10146	eeg_2	eeg_2_b	14	30140	10146	9	a	NA	helicopter	The day was breezy. The boy decided to go outside and fly a helicopter in the park.	i014_2_a_	norm_4	The day was breezy. The boy decided to go outside and fly a	0.839	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	[kite]	1.000	[kite]	[consonant]	1.000	0.000	32.000	32.000	1.000	1.000	[kite]	1.000	[kite]	[consonant]	1.000	0.000	32.000	32.000	1.000	31.000	0.000
i014_2_an_orange_kite	i014_2_an_orange_kite	(#\d{1,3}) 1 \d{1,3} 2 10147	eeg_2	eeg_2_c	14	30140	10147	10	an	orange	kite	The day was breezy. The boy decided to go outside and fly an orange kite in the park.	i014_2_an	norm_4	The day was breezy. The boy decided to go outside and fly an	0.000	0.000	0.871	0.065	0.968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i014_2_a__NA_kite	i014_2_a__NA_kite	(#\d{1,3}) 2 10142	eeg_2	eeg_2_d	14	30140	10142	9	a	NA	kite	The day was breezy. The boy decided to go outside and fly a kite in the park.	i014_2_a_	norm_4	The day was breezy. The boy decided to go outside and fly a	0.839	0.000	0.871	0.065	0.968	1.000	1.000	1.000	1.000	1.000	1.000	[kite]	1.000	[kite]	[consonant]	1.000	0.000	32.000	32.000	1.000	1.000	[kite]	1.000	[kite]	[consonant]	1.000	0.000	32.000	32.000	1.000	31.000	0.000
i015_2_a__NA_helicopter	i015_2_a__NA_helicopter	(#\d{1,3}) 2 10154	eeg_2	eeg_2_a	15	30150	10154	10	a	NA	helicopter	Henry's summer internship entailed working in the ruins excavating an ancient tomb. This experience was key to his goal of becoming a helicopter after finishing school.	i015_2_a_	norm_4	Henry's summer internship entailed working in the ruins excavating an ancient tomb. This experience was key to his goal of becoming a	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.136	0.071	[archaeologist]	0.291	[famous]	[consonant]	0.161	0.000	31.000	55.000	0.136	0.071	[archaeologist]	0.291	[famous]	[consonant]	0.161	0.000	31.000	55.000	1.000	2.000	29.000
i015_2_an_NA_airplane	i015_2_an_NA_airplane	(#\d{1,3}) 2 10155	eeg_2	eeg_2_b	15	30150	10155	10	an	NA	airplane	Henry's summer internship entailed working in the ruins excavating an ancient tomb. This experience was key to his goal of becoming an airplane after finishing school.	i015_2_an	norm_4	Henry's summer internship entailed working in the ruins excavating an ancient tomb. This experience was key to his goal of becoming an	0.935	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.501	0.592	[archaeologist]	0.743	[archaeologist]	[vowel]	0.839	1.000	31.000	35.000	0.501	0.592	[archaeologist]	0.743	[archaeologist]	[vowel]	0.839	1.000	31.000	35.000	1.000	2.000	29.000
i015_2_a__famous_archaeologist	i015_2_a__famous_archaeologist	(#\d{1,3}) 1 \d{1,3} 2 10158	eeg_2	eeg_2_c	15	30150	10158	11	a	famous	archaeologist	Henry's summer internship entailed working in the ruins excavating an ancient tomb. This experience was key to his goal of becoming a famous archaeologist after finishing school.	i015_2_a_	norm_4	Henry's summer internship entailed working in the ruins excavating an ancient tomb. This experience was key to his goal of becoming a	0.065	0.000	0.806	0.000	0.806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i015_2_an_NA_archaeologist	i015_2_an_NA_archaeologist	(#\d{1,3}) 2 10151	eeg_2	eeg_2_d	15	30150	10151	10	an	NA	archaeologist	Henry's summer internship entailed working in the ruins excavating an ancient tomb. This experience was key to his goal of becoming an archaeologist after finishing school.	i015_2_an	norm_4	Henry's summer internship entailed working in the ruins excavating an ancient tomb. This experience was key to his goal of becoming an	0.935	0.000	0.806	0.000	0.806	0.839	0.839	0.839	0.839	0.501	0.592	[archaeologist]	0.743	[archaeologist]	[vowel]	0.839	1.000	31.000	35.000	0.501	0.592	[archaeologist]	0.743	[archaeologist]	[vowel]	0.839	1.000	31.000	35.000	1.000	2.000	29.000
i016_2_an_NA_archaeologist	i016_2_an_NA_archaeologist	(#\d{1,3}) 2 10163	eeg_2	eeg_2_a	16	30160	10163	11	an	NA	archaeologist	Roger was hired to be the Channel 6 eye-in-the-sky traffic reporter. It would be the first time he had flown in an archaeologist since the army.	i016_2_an	norm_4	Roger was hired to be the Channel 6 eye-in-the-sky traffic reporter. It would be the first time he had flown in an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	0.177	[helicopter]	0.273	[airplane]	[vowel]	0.333	1.000	30.000	55.000	0.161	0.177	[helicopter]	0.273	[airplane]	[vowel]	0.333	1.000	30.000	55.000	1.000	31.000	0.000
i016_2_a__NA_kite	i016_2_a__NA_kite	(#\d{1,3}) 2 10166	eeg_2	eeg_2_b	16	30160	10166	11	a	NA	kite	Roger was hired to be the Channel 6 eye-in-the-sky traffic reporter. It would be the first time he had flown in a kite since the army.	i016_2_a_	norm_4	Roger was hired to be the Channel 6 eye-in-the-sky traffic reporter. It would be the first time he had flown in a	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.708	0.748	[helicopter]	0.939	[helicopter]	[consonant]	0.938	0.000	32.000	33.000	0.708	0.748	[helicopter]	0.939	[helicopter]	[consonant]	0.938	0.000	32.000	33.000	1.000	31.000	0.000
i016_2_an_open_helicopter	i016_2_an_open_helicopter	(#\d{1,3}) 1 \d{1,3} 2 10167	eeg_2	eeg_2_c	16	30160	10167	12	an	open	helicopter	Roger was hired to be the Channel 6 eye-in-the-sky traffic reporter. It would be the first time he had flown in an open helicopter since the army.	i016_2_an	norm_4	Roger was hired to be the Channel 6 eye-in-the-sky traffic reporter. It would be the first time he had flown in an	0.000	0.000	1.000	0.000	1.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i016_2_a__NA_helicopter	i016_2_a__NA_helicopter	(#\d{1,3}) 2 10162	eeg_2	eeg_2_d	16	30160	10162	11	a	NA	helicopter	Roger was hired to be the Channel 6 eye-in-the-sky traffic reporter. It would be the first time he had flown in a helicopter since the army.	i016_2_a_	norm_4	Roger was hired to be the Channel 6 eye-in-the-sky traffic reporter. It would be the first time he had flown in a	1.000	0.000	1.000	0.000	1.000	0.938	0.969	0.938	0.969	0.708	0.748	[helicopter]	0.939	[helicopter]	[consonant]	0.938	0.000	32.000	33.000	0.708	0.748	[helicopter]	0.939	[helicopter]	[consonant]	0.938	0.000	32.000	33.000	1.000	31.000	0.000
i017_2_an_NA_echo	i017_2_an_NA_echo	(#\d{1,3}) 2 10171	eeg_2	eeg_2_a	17	30170	10171	9	an	NA	echo	Lola was hiking through a steep canyon surrounded by rock walls. She shouted to see if she would hear an echo call back.	i017_2_an	norm_4	Lola was hiking through a steep canyon surrounded by rock walls. She shouted to see if she would hear an	0.774	0.000	1.000	0.000	1.000	0.968	0.968	0.968	0.968	0.794	0.794	[echo]	0.968	[echo]	[vowel]	0.968	1.000	31.000	31.000	0.794	0.794	[echo]	0.968	[echo]	[vowel]	0.968	1.000	31.000	31.000	1.000	0.000	31.000
i017_2_a__NA_bird	i017_2_a__NA_bird	(#\d{1,3}) 2 10174	eeg_2	eeg_2_b	17	30170	10174	9	a	NA	bird	Lola was hiking through a steep canyon surrounded by rock walls. She shouted to see if she would hear a bird call back.	i017_2_a_	norm_4	Lola was hiking through a steep canyon surrounded by rock walls. She shouted to see if she would hear a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.160	0.162	[echo]	0.271	[loud]	[consonant]	0.355	0.000	31.000	70.000	0.160	0.162	[echo]	0.271	[loud]	[consonant]	0.355	0.000	31.000	70.000	1.000	0.000	31.000
i017_2_an_NA_angel	i017_2_an_NA_angel	(#\d{1,3}) 2 10175	eeg_2	eeg_2_c	17	30170	10175	9	an	NA	angel	Lola was hiking through a steep canyon surrounded by rock walls. She shouted to see if she would hear an angel call back.	i017_2_an	norm_4	Lola was hiking through a steep canyon surrounded by rock walls. She shouted to see if she would hear an	0.774	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.794	0.794	[echo]	0.968	[echo]	[vowel]	0.968	1.000	31.000	31.000	0.794	0.794	[echo]	0.968	[echo]	[vowel]	0.968	1.000	31.000	31.000	1.000	0.000	31.000
i017_2_a__loud_echo	i017_2_a__loud_echo	(#\d{1,3}) 1 \d{1,3} 2 10178	eeg_2	eeg_2_d	17	30170	10178	10	a	loud	echo	Lola was hiking through a steep canyon surrounded by rock walls. She shouted to see if she would hear a loud echo call back.	i017_2_a_	norm_4	Lola was hiking through a steep canyon surrounded by rock walls. She shouted to see if she would hear a	0.000	0.000	1.000	0.000	1.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i018_2_a__NA_bird	i018_2_a__NA_bird	(#\d{1,3}) 2 10182	eeg_2	eeg_2_a	18	30180	10182	11	a	NA	bird	From a distance we couldn't tell if the object in the sky was an airplane. When it flapped its wings we realized it was just a bird in the clouds.	i018_2_a_	norm_4	From a distance we couldn't tell if the object in the sky was an airplane. When it flapped its wings we realized it was just a	1.000	0.000	0.968	0.000	0.968	0.781	0.875	0.781	0.875	0.460	0.534	[bird]	0.800	[bird]	[consonant]	0.781	0.000	32.000	35.000	0.460	0.534	[bird]	0.800	[bird]	[consonant]	0.781	0.000	32.000	35.000	1.000	31.000	0.000
i018_2_an_NA_echo	i018_2_an_NA_echo	(#\d{1,3}) 2 10183	eeg_2	eeg_2_b	18	30180	10183	11	an	NA	echo	From a distance we couldn't tell if the object in the sky was an airplane. When it flapped its wings we realized it was just an echo in the clouds.	i018_2_an	norm_4	From a distance we couldn't tell if the object in the sky was an airplane. When it flapped its wings we realized it was just an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.258	0.309	[eagle]	0.474	[eagle]	[vowel]	0.567	1.000	30.000	38.000	0.258	0.309	[eagle]	0.447	[eagle]	[vowel]	0.567	1.000	30.000	38.000	1.000	31.000	0.000
i018_2_a__NA_bell	i018_2_a__NA_bell	(#\d{1,3}) 2 10186	eeg_2	eeg_2_c	18	30180	10186	11	a	NA	bell	From a distance we couldn't tell if the object in the sky was an airplane. When it flapped its wings we realized it was just a bell in the clouds.	i018_2_a_	norm_4	From a distance we couldn't tell if the object in the sky was an airplane. When it flapped its wings we realized it was just a	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.460	0.534	[bird]	0.800	[bird]	[consonant]	0.781	0.000	32.000	35.000	0.460	0.534	[bird]	0.800	[bird]	[consonant]	0.781	0.000	32.000	35.000	1.000	31.000	0.000
i018_2_an_airborne_bird	i018_2_an_airborne_bird	(#\d{1,3}) 1 \d{1,3} 2 10187	eeg_2	eeg_2_d	18	30180	10187	12	an	airborne	bird	From a distance we couldn't tell if the object in the sky was an airplane. When it flapped its wings we realized it was just an airborne bird in the clouds.	i018_2_an	norm_4	From a distance we couldn't tell if the object in the sky was an airplane. When it flapped its wings we realized it was just an	0.000	0.000	0.968	0.000	0.968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i019_2_an_NA_angel	i019_2_an_NA_angel	(#\d{1,3}) 2 10191	eeg_2	eeg_2_a	19	30190	10191	8	an	NA	angel	The most important parts of Tracy's costume were the halo and wings. This year she was dressing up as an angel for Halloween.	i019_2_an	norm_4	The most important parts of Tracy's costume were the halo and wings. This year she was dressing up as an	1.000	0.000	1.000	0.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	[angel]	1.000	[angel]	[vowel]	1.000	1.000	31.000	31.000	1.000	1.000	[angel]	1.000	[angel]	[vowel]	1.000	1.000	31.000	31.000	1.000	0.000	31.000
i019_2_a__NA_bell	i019_2_a__NA_bell	(#\d{1,3}) 2 10194	eeg_2	eeg_2_b	19	30190	10194	8	a	NA	bell	The most important parts of Tracy's costume were the halo and wings. This year she was dressing up as a bell for Halloween.	i019_2_a_	norm_4	The most important parts of Tracy's costume were the halo and wings. This year she was dressing up as a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.271	0.142	[angel]	0.448	[beautiful]	[consonant]	0.333	1.000	30.000	58.000	0.259	0.142	[angel]	0.431	[beautiful]	[consonant]	0.333	1.000	30.000	58.000	1.000	0.000	31.000
i019_2_an_NA_echo	i019_2_an_NA_echo	(#\d{1,3}) 2 10195	eeg_2	eeg_2_c	19	30190	10195	8	an	NA	echo	The most important parts of Tracy's costume were the halo and wings. This year she was dressing up as an echo for Halloween.	i019_2_an	norm_4	The most important parts of Tracy's costume were the halo and wings. This year she was dressing up as an	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	[angel]	1.000	[angel]	[vowel]	1.000	1.000	31.000	31.000	1.000	1.000	[angel]	1.000	[angel]	[vowel]	1.000	1.000	31.000	31.000	1.000	0.000	31.000
i019_2_a__heavenly_angel	i019_2_a__heavenly_angel	(#\d{1,3}) 1 \d{1,3} 2 10198	eeg_2	eeg_2_d	19	30190	10198	9	a	heavenly	angel	The most important parts of Tracy's costume were the halo and wings. This year she was dressing up as a heavenly angel for Halloween.	i019_2_a_	norm_4	The most important parts of Tracy's costume were the halo and wings. This year she was dressing up as a	0.000	0.000	1.000	0.000	1.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i020_2_a__NA_bell	i020_2_a__NA_bell	(#\d{1,3}) 2 10202	eeg_2	eeg_2_a	20	30200	10202	11	a	NA	bell	The church in the village has a clock on the outside of its tower. Inside the tower attached to a long rope there is a bell made of lead.	i020_2_a_	norm_4	The church in the village has a clock on the outside of its tower. Inside the tower attached to a long rope there is a	0.968	0.000	0.968	0.032	1.000	0.844	0.875	0.844	0.875	0.589	0.618	[bell]	0.848	[bell]	[consonant]	0.844	0.000	32.000	33.000	0.589	0.618	[bell]	0.848	[bell]	[consonant]	0.844	0.000	32.000	33.000	1.000	31.000	0.000
i020_2_an_NA_angel	i020_2_an_NA_angel	(#\d{1,3}) 2 10203	eeg_2	eeg_2_b	20	30200	10203	11	an	NA	angel	The church in the village has a clock on the outside of its tower. Inside the tower attached to a long rope there is an angel made of lead.	i020_2_an	norm_4	The church in the village has a clock on the outside of its tower. Inside the tower attached to a long rope there is an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.222	0.192	[bell]	0.391	[enormous]	[vowel]	0.333	1.000	30.000	64.000	0.222	0.192	[bell]	0.344	[enormous]	[vowel]	0.333	1.000	30.000	64.000	1.000	31.000	0.000
i020_2_a__NA_bird	i020_2_a__NA_bird	(#\d{1,3}) 2 10206	eeg_2	eeg_2_c	20	30200	10206	11	a	NA	bird	The church in the village has a clock on the outside of its tower. Inside the tower attached to a long rope there is a bird made of lead.	i020_2_a_	norm_4	The church in the village has a clock on the outside of its tower. Inside the tower attached to a long rope there is a	0.968	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.589	0.618	[bell]	0.848	[bell]	[consonant]	0.844	0.000	32.000	33.000	0.589	0.618	[bell]	0.848	[bell]	[consonant]	0.844	0.000	32.000	33.000	1.000	31.000	0.000
i020_2_an_enchanting_bell	i020_2_an_enchanting_bell	(#\d{1,3}) 1 \d{1,3} 2 10207	eeg_2	eeg_2_d	20	30200	10207	12	an	enchanting	bell	The church in the village has a clock on the outside of its tower. Inside the tower attached to a long rope there is an enchanting bell made of lead.	i020_2_an	norm_4	The church in the village has a clock on the outside of its tower. Inside the tower attached to a long rope there is an	0.000	0.000	0.968	0.032	1.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i021_2_a__giant_octopus	i021_2_a__giant_octopus	(#\d{1,3}) 1 \d{1,3} 2 10218	eeg_2	eeg_2_a	21	30210	10218	11	a	giant	octopus	The scuba diver saw a tentacle and started to swim away. He realized that the creature under the rock was a giant octopus in hiding.	i021_2_a_	norm_4	The scuba diver saw a tentacle and started to swim away. He realized that the creature under the rock was a	0.097	0.000	0.806	0.000	0.806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
